index,YearStart,LocationAbbr,Data_Value,Latitude,Longitude,Sample_Size,Question,Age_Category,States,Counties,Stratification1
2733,1970-01-01 00:00:00.000002020,CO,4.5,38.843840757000464,-106.13361092099967,716.0,Percent of WIC children aged 3-23 months old who have a high weight-for-length,3-23 months old,9.0,1398.0,Asian/Pacific Islander
2734,1970-01-01 00:00:00.000002020,VA,11.8,37.54268067400045,-78.45789046299967,1780.0,Percent of WIC children aged 2 to 4 years who have an overweight classification,aged 2 to 4 year,40.0,2758.0,Asian/Pacific Islander
2735,1970-01-01 00:00:00.000002020,CT,13.7,41.56266102000046,-72.64984095199964,5588.0,Percent of WIC children aged 2 to 4 years who have an overweight classification,aged 2 to 4 year,24.0,1043.0,24 - 35
2736,1970-01-01 00:00:00.000002020,ME,12.6,45.254228894000505,-68.98503133599962,2381.0,Percent of WIC children aged 2 to 4 years who have obesity,aged 2 to 4 year,49.0,1725.0,Female
2737,1970-01-01 00:00:00.000002020,TN,15.6,35.68094058000048,-85.77449091399967,6295.0,Percent of WIC children aged 2 to 4 years who have an overweight classification,aged 2 to 4 year,39.0,2159.0,48 - 59
2738,1970-01-01 00:00:00.000002020,KS,16.2,38.34774030000045,-98.20078122699965,15555.0,Percent of WIC children aged 2 to 4 years who have an overweight classification,aged 2 to 4 year,17.0,1287.0,Total
2739,1970-01-01 00:00:00.000002020,MN,15.8,46.35564873600049,-94.79420050299967,10210.0,Percent of WIC children aged 2 to 4 years who have an overweight classification,aged 2 to 4 year,1.0,392.0,Non-Hispanic White
2740,1970-01-01 00:00:00.000002020,CT,6.2,41.56266102000046,-72.64984095199964,406.0,Percent of WIC children aged 3-23 months old who have a high weight-for-length,3-23 months old,24.0,1043.0,3 - 5
2741,1970-01-01 00:00:00.000002020,VT,16.3,43.62538123900049,-72.51764079099962,1922.0,Percent of WIC children aged 2 to 4 years who have an overweight classification,aged 2 to 4 year,28.0,3218.0,Female
2742,1970-01-01 00:00:00.000002020,ID,8.2,43.682630005000476,-114.3637300419997,4562.0,Percent of WIC children aged 3-23 months old who have a high weight-for-length,3-23 months old,5.0,1687.0,Non-Hispanic White
2743,1970-01-01 00:00:00.000002020,GA,13.0,32.83968109300048,-83.62758034599966,20720.0,Percent of WIC children aged 2 to 4 years who have an overweight classification,aged 2 to 4 year,31.0,1149.0,Non-Hispanic Black
2744,1970-01-01 00:00:00.000002020,SC,13.1,33.998821303000454,-81.04537120699968,8113.0,Percent of WIC children aged 2 to 4 years who have obesity,aged 2 to 4 year,33.0,2581.0,Female
2745,1970-01-01 00:00:00.000002020,DE,18.5,39.008830667000495,-75.57774116799965,4610.0,Percent of WIC children aged 2 to 4 years who have obesity,aged 2 to 4 year,43.0,1046.0,Total
2746,1970-01-01 00:00:00.000002020,WI,17.3,44.39319117400049,-89.81637074199966,10034.0,Percent of WIC children aged 2 to 4 years who have an overweight classification,aged 2 to 4 year,41.0,3078.0,Non-Hispanic White
2747,1970-01-01 00:00:00.000002020,VT,11.3,43.62538123900049,-72.51764079099962,274.0,Percent of WIC children aged 2 to 4 years who have obesity,aged 2 to 4 year,28.0,3218.0,Non-Hispanic Black
2748,1970-01-01 00:00:00.000002020,MD,14.7,39.29058096400047,-76.60926011099963,14679.0,Percent of WIC children aged 2 to 4 years who have obesity,aged 2 to 4 year,45.0,1857.0,24 - 35
2750,1970-01-01 00:00:00.000002020,VA,16.7,37.54268067400045,-78.45789046299967,10598.0,Percent of WIC children aged 2 to 4 years who have obesity,aged 2 to 4 year,40.0,2758.0,36 - 47
2752,1970-01-01 00:00:00.000002020,CA,16.2,37.63864012300047,-120.99999953799971,43274.0,Percent of WIC children aged 2 to 4 years who have an overweight classification,aged 2 to 4 year,8.0,1340.0,48 - 59
2753,1970-01-01 00:00:00.000002020,WY,9.8,43.23554134300048,-108.10983035299967,501.0,Percent of WIC children aged 3-23 months old who have a high weight-for-length,3-23 months old,14.0,3084.0,Hispanic
2754,1970-01-01 00:00:00.000002020,LA,12.0,31.31266064400046,-92.44568007099969,216.0,Percent of WIC children aged 2 to 4 years who have an overweight classification,aged 2 to 4 year,22.0,1697.0,Asian/Pacific Islander
2755,1970-01-01 00:00:00.000002020,KS,9.5,38.34774030000045,-98.20078122699965,537.0,Percent of WIC children aged 2 to 4 years who have obesity,aged 2 to 4 year,17.0,1287.0,Asian/Pacific Islander
2756,1970-01-01 00:00:00.000002020,MI,14.6,44.6613195430005,-84.71439026999968,30840.0,Percent of WIC children aged 2 to 4 years who have obesity,aged 2 to 4 year,50.0,436.0,Male
2757,1970-01-01 00:00:00.000002020,FL,15.6,28.932040377000476,-81.92896053899966,28793.0,Percent of WIC children aged 2 to 4 years who have an overweight classification,aged 2 to 4 year,30.0,1112.0,48 - 59
2758,1970-01-01 00:00:00.000002020,IN,14.4,39.766910452000445,-86.14996019399968,132.0,Percent of WIC children aged 2 to 4 years who have an overweight classification,aged 2 to 4 year,35.0,1904.0,American Indian/Alaska Native
2759,1970-01-01 00:00:00.000002020,SC,13.1,33.998821303000454,-81.04537120699968,8348.0,Percent of WIC children aged 2 to 4 years who have obesity,aged 2 to 4 year,33.0,2581.0,Male
2760,1970-01-01 00:00:00.000002020,MA,16.2,42.27687047000046,-72.08269067499964,28562.0,Percent of WIC children aged 2 to 4 years who have an overweight classification,aged 2 to 4 year,25.0,1919.0,Total
2761,1970-01-01 00:00:00.000002020,FL,7.5,28.932040377000476,-81.92896053899966,1865.0,Percent of WIC children aged 3-23 months old who have a high weight-for-length,3-23 months old,30.0,1112.0,Asian/Pacific Islander
2762,1970-01-01 00:00:00.000002020,SD,19.3,44.353130053000484,-100.3735306369997,1154.0,Percent of WIC children aged 3-23 months old who have a high weight-for-length,3-23 months old,21.0,2732.0,American Indian/Alaska Native
2763,1970-01-01 00:00:00.000002020,FL,13.9,28.932040377000476,-81.92896053899966,23497.0,Percent of WIC children aged 3-23 months old who have a high weight-for-length,3-23 months old,30.0,1112.0,18 - 23
2764,1970-01-01 00:00:00.000002020,TN,15.2,35.68094058000048,-85.77449091399967,30061.0,Percent of WIC children aged 2 to 4 years who have an overweight classification,aged 2 to 4 year,39.0,2159.0,Total
2765,1970-01-01 00:00:00.000002020,NV,8.2,39.493240390000494,-117.07184056399967,6316.0,Percent of WIC children aged 2 to 4 years who have obesity,aged 2 to 4 year,10.0,481.0,24 - 35
2766,1970-01-01 00:00:00.000002020,RI,18.5,41.70828019300046,-71.52247031399963,3001.0,Percent of WIC children aged 2 to 4 years who have obesity,aged 2 to 4 year,27.0,2658.0,Hispanic
2767,1970-01-01 00:00:00.000002020,CO,9.0,38.843840757000464,-106.13361092099967,7709.0,Percent of WIC children aged 2 to 4 years who have obesity,aged 2 to 4 year,9.0,1398.0,36 - 47
2768,1970-01-01 00:00:00.000002020,GA,6.8,32.83968109300048,-83.62758034599966,1347.0,Percent of WIC children aged 3-23 months old who have a high weight-for-length,3-23 months old,31.0,1149.0,Asian/Pacific Islander
2769,1970-01-01 00:00:00.000002020,RI,17.7,41.70828019300046,-71.52247031399963,1956.0,Percent of WIC children aged 2 to 4 years who have an overweight classification,aged 2 to 4 year,27.0,2658.0,36 - 47
2770,1970-01-01 00:00:00.000002020,OK,9.9,35.47203135600046,-97.52107021399968,3582.0,Percent of WIC children aged 3-23 months old who have a high weight-for-length,3-23 months old,20.0,712.0,Non-Hispanic Black
2771,1970-01-01 00:00:00.000002020,KS,10.6,38.34774030000045,-98.20078122699965,2637.0,Percent of WIC children aged 3-23 months old who have a high weight-for-length,3-23 months old,17.0,1287.0,Non-Hispanic Black
2772,1970-01-01 00:00:00.000002020,FL,12.7,28.932040377000476,-81.92896053899966,48701.0,Percent of WIC children aged 3-23 months old who have a high weight-for-length,3-23 months old,30.0,1112.0,12 - 17
2773,1970-01-01 00:00:00.000002020,VT,15.4,43.62538123900049,-72.51764079099962,1922.0,Percent of WIC children aged 2 to 4 years who have obesity,aged 2 to 4 year,28.0,3218.0,Female
2774,1970-01-01 00:00:00.000002020,PA,14.8,40.79373015200048,-77.86070029399963,13515.0,Percent of WIC children aged 2 to 4 years who have obesity,aged 2 to 4 year,48.0,2495.0,48 - 59
2775,1970-01-01 00:00:00.000002020,MI,14.7,44.6613195430005,-84.71439026999968,23302.0,Percent of WIC children aged 2 to 4 years who have obesity,aged 2 to 4 year,50.0,436.0,36 - 47
2776,1970-01-01 00:00:00.000002020,WA,20.2,47.52227862900048,-120.47001078999972,1473.0,Percent of WIC children aged 2 to 4 years who have an overweight classification,aged 2 to 4 year,6.0,2956.0,American Indian/Alaska Native
2777,1970-01-01 00:00:00.000002020,NJ,15.0,40.13057004800049,-74.27369128799967,21316.0,Percent of WIC children aged 2 to 4 years who have obesity,aged 2 to 4 year,46.0,489.0,Female
2778,1970-01-01 00:00:00.000002020,WV,16.5,38.66551020200046,-80.71264013499967,6363.0,Percent of WIC children aged 2 to 4 years who have an overweight classification,aged 2 to 4 year,42.0,2749.0,Non-Hispanic White
2779,1970-01-01 00:00:00.000002020,SD,17.9,44.353130053000484,-100.3735306369997,1695.0,Percent of WIC children aged 2 to 4 years who have an overweight classification,aged 2 to 4 year,21.0,2732.0,24 - 35
2780,1970-01-01 00:00:00.000002020,UT,6.5,39.360700171000474,-111.58713063499971,3325.0,Percent of WIC children aged 3-23 months old who have a high weight-for-length,3-23 months old,13.0,900.0,6 - 11
2782,1970-01-01 00:00:00.000002020,ID,9.1,43.682630005000476,-114.3637300419997,1886.0,Percent of WIC children aged 3-23 months old who have a high weight-for-length,3-23 months old,5.0,1687.0,6 - 11
2783,1970-01-01 00:00:00.000002020,AZ,15.7,34.865970280000454,-111.76381127699972,19786.0,Percent of WIC children aged 2 to 4 years who have an overweight classification,aged 2 to 4 year,7.0,986.0,Female
2784,1970-01-01 00:00:00.000002020,NM,13.4,34.52088095200048,-106.24058098499967,5967.0,Percent of WIC children aged 2 to 4 years who have an overweight classification,aged 2 to 4 year,11.0,616.0,Male
2785,1970-01-01 00:00:00.000002020,TX,8.7,31.827240407000488,-99.42677020599967,3577.0,Percent of WIC children aged 3-23 months old who have a high weight-for-length,3-23 months old,23.0,3109.0,Asian/Pacific Islander
2786,1970-01-01 00:00:00.000002020,MT,5.8,47.06652897200047,-109.42442064499971,2091.0,Percent of WIC children aged 3-23 months old who have a high weight-for-length,3-23 months old,2.0,2283.0,Non-Hispanic White
2787,1970-01-01 00:00:00.000002020,SC,11.2,33.998821303000454,-81.04537120699968,7413.0,Percent of WIC children aged 3-23 months old who have a high weight-for-length,3-23 months old,33.0,2581.0,12 - 17
2788,1970-01-01 00:00:00.000002020,RI,14.0,41.70828019300046,-71.52247031399963,807.0,Percent of WIC children aged 2 to 4 years who have obesity,aged 2 to 4 year,27.0,2658.0,Non-Hispanic Black
2789,1970-01-01 00:00:00.000002020,PA,15.5,40.79373015200048,-77.86070029399963,13515.0,Percent of WIC children aged 2 to 4 years who have an overweight classification,aged 2 to 4 year,48.0,2495.0,48 - 59
2790,1970-01-01 00:00:00.000002020,IL,14.7,40.48501028300046,-88.99771017799969,16419.0,Percent of WIC children aged 2 to 4 years who have an overweight classification,aged 2 to 4 year,34.0,1795.0,24 - 35
2791,1970-01-01 00:00:00.000002020,DE,12.7,39.008830667000495,-75.57774116799965,1980.0,Percent of WIC children aged 3-23 months old who have a high weight-for-length,3-23 months old,43.0,1046.0,Male
2792,1970-01-01 00:00:00.000002020,OR,10.4,44.56744942400047,-120.15503132599969,17446.0,Percent of WIC children aged 3-23 months old who have a high weight-for-length,3-23 months old,12.0,2452.0,Total
2793,1970-01-01 00:00:00.000002020,TN,12.9,35.68094058000048,-85.77449091399967,7411.0,Percent of WIC children aged 2 to 4 years who have an overweight classification,aged 2 to 4 year,39.0,2159.0,Non-Hispanic Black
2794,1970-01-01 00:00:00.000002020,NC,11.9,35.466220975000454,-79.15925046299964,20643.0,Percent of WIC children aged 3-23 months old who have a high weight-for-length,3-23 months old,37.0,2390.0,12 - 17
2795,1970-01-01 00:00:00.000002020,NM,14.2,34.52088095200048,-106.24058098499967,4352.0,Percent of WIC children aged 2 to 4 years who have an overweight classification,aged 2 to 4 year,11.0,616.0,36 - 47
2796,1970-01-01 00:00:00.000002020,MT,15.7,47.06652897200047,-109.42442064499971,3621.0,Percent of WIC children aged 2 to 4 years who have an overweight classification,aged 2 to 4 year,2.0,2283.0,Total
2797,1970-01-01 00:00:00.000002020,KS,14.9,38.34774030000045,-98.20078122699965,537.0,Percent of WIC children aged 2 to 4 years who have an overweight classification,aged 2 to 4 year,17.0,1287.0,Asian/Pacific Islander
2798,1970-01-01 00:00:00.000002020,VT,14.6,43.62538123900049,-72.51764079099962,3904.0,Percent of WIC children aged 2 to 4 years who have obesity,aged 2 to 4 year,28.0,3218.0,Total
2799,1970-01-01 00:00:00.000002020,LA,14.6,31.31266064400046,-92.44568007099969,8612.0,Percent of WIC children aged 3-23 months old who have a high weight-for-length,3-23 months old,22.0,1697.0,12 - 17
2800,1970-01-01 00:00:00.000002020,DC,13.7,38.89037138500049,-77.03196112699965,1734.0,Percent of WIC children aged 2 to 4 years who have an overweight classification,aged 2 to 4 year,44.0,1049.0,Female
2801,1970-01-01 00:00:00.000002020,ID,16.2,43.682630005000476,-114.3637300419997,2919.0,Percent of WIC children aged 2 to 4 years who have an overweight classification,aged 2 to 4 year,5.0,1687.0,Hispanic
2802,1970-01-01 00:00:00.000002020,TN,11.1,35.68094058000048,-85.77449091399967,7411.0,Percent of WIC children aged 2 to 4 years who have obesity,aged 2 to 4 year,39.0,2159.0,Non-Hispanic Black
2803,1970-01-01 00:00:00.000002020,OR,9.9,44.56744942400047,-120.15503132599969,5640.0,Percent of WIC children aged 3-23 months old who have a high weight-for-length,3-23 months old,12.0,2452.0,6 - 11
2804,1970-01-01 00:00:00.000002020,HI,12.5,21.304850435000446,-157.85774940299973,8441.0,Percent of WIC children aged 2 to 4 years who have an overweight classification,aged 2 to 4 year,4.0,1657.0,Total
2805,1970-01-01 00:00:00.000002020,TN,11.5,35.68094058000048,-85.77449091399967,18439.0,Percent of WIC children aged 3-23 months old who have a high weight-for-length,3-23 months old,39.0,2159.0,Non-Hispanic White
2807,1970-01-01 00:00:00.000002020,MN,14.3,46.35564873600049,-94.79420050299967,8186.0,Percent of WIC children aged 2 to 4 years who have an overweight classification,aged 2 to 4 year,1.0,392.0,Non-Hispanic Black
2808,1970-01-01 00:00:00.000002020,AR,12.9,34.74865012400045,-92.27449074299966,70.0,Percent of WIC children aged 2 to 4 years who have obesity,aged 2 to 4 year,15.0,998.0,American Indian/Alaska Native
2810,1970-01-01 00:00:00.000002020,AL,16.2,32.84057112200048,-86.63186076199969,14895.0,Percent of WIC children aged 2 to 4 years who have an overweight classification,aged 2 to 4 year,29.0,94.0,Male
2811,1970-01-01 00:00:00.000002020,VA,21.1,37.54268067400045,-78.45789046299967,76.0,Percent of WIC children aged 2 to 4 years who have an overweight classification,aged 2 to 4 year,40.0,2758.0,American Indian/Alaska Native
2812,1970-01-01 00:00:00.000002020,NE,10.2,41.6410409880005,-99.36572062299967,1315.0,Percent of WIC children aged 3-23 months old who have a high weight-for-length,3-23 months old,19.0,2243.0,Non-Hispanic Black
2813,1970-01-01 00:00:00.000002020,WA,17.1,47.52227862900048,-120.47001078999972,16297.0,Percent of WIC children aged 2 to 4 years who have an overweight classification,aged 2 to 4 year,6.0,2956.0,36 - 47
2814,1970-01-01 00:00:00.000002020,IL,10.5,40.48501028300046,-88.99771017799969,20333.0,Percent of WIC children aged 3-23 months old who have a high weight-for-length,3-23 months old,34.0,1795.0,Female
2815,1970-01-01 00:00:00.000002020,CO,5.4,38.843840757000464,-106.13361092099967,6275.0,Percent of WIC children aged 3-23 months old who have a high weight-for-length,3-23 months old,9.0,1398.0,6 - 11
2816,1970-01-01 00:00:00.000002020,ND,16.6,47.47531977900047,-100.11842104899966,1352.0,Percent of WIC children aged 3-23 months old who have a high weight-for-length,3-23 months old,3.0,568.0,Male
2817,1970-01-01 00:00:00.000002020,KS,12.2,38.34774030000045,-98.20078122699965,15555.0,Percent of WIC children aged 2 to 4 years who have obesity,aged 2 to 4 year,17.0,1287.0,Total
2818,1970-01-01 00:00:00.000002020,GA,13.9,32.83968109300048,-83.62758034599966,15420.0,Percent of WIC children aged 2 to 4 years who have obesity,aged 2 to 4 year,31.0,1149.0,36 - 47
2819,1970-01-01 00:00:00.000002020,TX,15.3,31.827240407000488,-99.42677020599967,91732.0,Percent of WIC children aged 2 to 4 years who have an overweight classification,aged 2 to 4 year,23.0,3109.0,Male
2820,1970-01-01 00:00:00.000002020,NM,11.7,34.52088095200048,-106.24058098499967,5814.0,Percent of WIC children aged 2 to 4 years who have obesity,aged 2 to 4 year,11.0,616.0,Female
2821,1970-01-01 00:00:00.000002020,NC,11.9,35.466220975000454,-79.15925046299964,1429.0,Percent of WIC children aged 2 to 4 years who have an overweight classification,aged 2 to 4 year,37.0,2390.0,Asian/Pacific Islander
2822,1970-01-01 00:00:00.000002020,ID,6.8,43.682630005000476,-114.3637300419997,191.0,Percent of WIC children aged 3-23 months old who have a high weight-for-length,3-23 months old,5.0,1687.0,Asian/Pacific Islander
2823,1970-01-01 00:00:00.000002020,NY,11.0,42.82700103200045,-75.54397042699964,30710.0,Percent of WIC children aged 3-23 months old who have a high weight-for-length,3-23 months old,47.0,2092.0,Hispanic
2824,1970-01-01 00:00:00.000002020,NE,12.1,41.6410409880005,-99.36572062299967,2794.0,Percent of WIC children aged 2 to 4 years who have obesity,aged 2 to 4 year,19.0,2243.0,Non-Hispanic White
2825,1970-01-01 00:00:00.000002020,OK,11.9,35.47203135600046,-97.52107021399968,751.0,Percent of WIC children aged 2 to 4 years who have obesity,aged 2 to 4 year,20.0,712.0,Asian/Pacific Islander
2826,1970-01-01 00:00:00.000002020,WV,12.6,38.66551020200046,-80.71264013499967,5092.0,Percent of WIC children aged 3-23 months old who have a high weight-for-length,3-23 months old,42.0,2749.0,Total
2827,1970-01-01 00:00:00.000002020,TX,16.4,31.827240407000488,-99.42677020599967,78015.0,Percent of WIC children aged 3-23 months old who have a high weight-for-length,3-23 months old,23.0,3109.0,Male
2828,1970-01-01 00:00:00.000002020,VA,15.7,37.54268067400045,-78.45789046299967,28038.0,Percent of WIC children aged 2 to 4 years who have an overweight classification,aged 2 to 4 year,40.0,2758.0,Total
2829,1970-01-01 00:00:00.000002020,NE,17.3,41.6410409880005,-99.36572062299967,2899.0,Percent of WIC children aged 2 to 4 years who have an overweight classification,aged 2 to 4 year,19.0,2243.0,Hispanic
2830,1970-01-01 00:00:00.000002020,NC,14.0,35.466220975000454,-79.15925046299964,1429.0,Percent of WIC children aged 2 to 4 years who have obesity,aged 2 to 4 year,37.0,2390.0,Asian/Pacific Islander
2831,1970-01-01 00:00:00.000002020,AZ,13.9,34.865970280000454,-111.76381127699972,3682.0,Percent of WIC children aged 2 to 4 years who have an overweight classification,aged 2 to 4 year,7.0,986.0,Non-Hispanic Black
2832,1970-01-01 00:00:00.000002020,PA,8.4,40.79373015200048,-77.86070029399963,2055.0,Percent of WIC children aged 3-23 months old who have a high weight-for-length,3-23 months old,48.0,2495.0,Asian/Pacific Islander
2833,1970-01-01 00:00:00.000002020,NC,18.6,35.466220975000454,-79.15925046299964,15407.0,Percent of WIC children aged 2 to 4 years who have obesity,aged 2 to 4 year,37.0,2390.0,Hispanic
2834,1970-01-01 00:00:00.000002020,MN,16.5,46.35564873600049,-94.79420050299967,6928.0,Percent of WIC children aged 2 to 4 years who have an overweight classification,aged 2 to 4 year,1.0,392.0,48 - 59
2835,1970-01-01 00:00:00.000002020,AL,13.2,32.84057112200048,-86.63186076199969,14321.0,Percent of WIC children aged 2 to 4 years who have obesity,aged 2 to 4 year,29.0,94.0,Non-Hispanic Black
2836,1970-01-01 00:00:00.000002020,IA,14.1,42.46940091300047,-93.81649055599968,5801.0,Percent of WIC children aged 2 to 4 years who have obesity,aged 2 to 4 year,16.0,281.0,24 - 35
2837,1970-01-01 00:00:00.000002020,CT,15.4,41.56266102000046,-72.64984095199964,4755.0,Percent of WIC children aged 2 to 4 years who have an overweight classification,aged 2 to 4 year,24.0,1043.0,36 - 47
2838,1970-01-01 00:00:00.000002020,DC,10.7,38.89037138500049,-77.03196112699965,1270.0,Percent of WIC children aged 3-23 months old who have a high weight-for-length,3-23 months old,44.0,1049.0,Male
2839,1970-01-01 00:00:00.000002020,NE,16.1,41.6410409880005,-99.36572062299967,3743.0,Percent of WIC children aged 2 to 4 years who have obesity,aged 2 to 4 year,19.0,2243.0,Male
2840,1970-01-01 00:00:00.000002020,NE,11.6,41.6410409880005,-99.36572062299967,1985.0,Percent of WIC children aged 3-23 months old who have a high weight-for-length,3-23 months old,19.0,2243.0,12 - 17
2841,1970-01-01 00:00:00.000002020,CO,6.0,38.843840757000464,-106.13361092099967,734.0,Percent of WIC children aged 2 to 4 years who have obesity,aged 2 to 4 year,9.0,1398.0,Asian/Pacific Islander
2842,1970-01-01 00:00:00.000002020,IL,13.2,40.48501028300046,-88.99771017799969,14885.0,Percent of WIC children aged 3-23 months old who have a high weight-for-length,3-23 months old,34.0,1795.0,Hispanic
2843,1970-01-01 00:00:00.000002020,OH,11.3,40.06021014100048,-82.40426005599966,41483.0,Percent of WIC children aged 3-23 months old who have a high weight-for-length,3-23 months old,38.0,587.0,Total
2844,1970-01-01 00:00:00.000002020,AK,15.0,64.84507995700051,-147.72205903599973,1088.0,Percent of WIC children aged 3-23 months old who have a high weight-for-length,3-23 months old,51.0,1673.0,12 - 17
2845,1970-01-01 00:00:00.000002020,CO,13.7,38.843840757000464,-106.13361092099967,2218.0,Percent of WIC children aged 2 to 4 years who have an overweight classification,aged 2 to 4 year,9.0,1398.0,Non-Hispanic Black
2846,1970-01-01 00:00:00.000002020,MD,8.3,39.29058096400047,-76.60926011099963,905.0,Percent of WIC children aged 3-23 months old who have a high weight-for-length,3-23 months old,45.0,1857.0,Asian/Pacific Islander
2847,1970-01-01 00:00:00.000002020,SD,15.6,44.353130053000484,-100.3735306369997,378.0,Percent of WIC children aged 2 to 4 years who have an overweight classification,aged 2 to 4 year,21.0,2732.0,Non-Hispanic Black
2848,1970-01-01 00:00:00.000002020,IA,16.8,42.46940091300047,-93.81649055599968,7342.0,Percent of WIC children aged 2 to 4 years who have an overweight classification,aged 2 to 4 year,16.0,281.0,Male
2849,1970-01-01 00:00:00.000002020,WI,16.8,44.39319117400049,-89.81637074199966,12960.0,Percent of WIC children aged 2 to 4 years who have an overweight classification,aged 2 to 4 year,41.0,3078.0,Female
2850,1970-01-01 00:00:00.000002020,HI,11.9,21.304850435000446,-157.85774940299973,4347.0,Percent of WIC children aged 2 to 4 years who have obesity,aged 2 to 4 year,4.0,1657.0,Male
2851,1970-01-01 00:00:00.000002020,AZ,13.6,34.865970280000454,-111.76381127699972,9029.0,Percent of WIC children aged 2 to 4 years who have obesity,aged 2 to 4 year,7.0,986.0,48 - 59
2852,1970-01-01 00:00:00.000002020,HI,7.8,21.304850435000446,-157.85774940299973,361.0,Percent of WIC children aged 2 to 4 years who have obesity,aged 2 to 4 year,4.0,1657.0,Non-Hispanic Black
2853,1970-01-01 00:00:00.000002020,GA,12.9,32.83968109300048,-83.62758034599966,42661.0,Percent of WIC children aged 2 to 4 years who have obesity,aged 2 to 4 year,31.0,1149.0,Total
2854,1970-01-01 00:00:00.000002020,CT,8.8,41.56266102000046,-72.64984095199964,10399.0,Percent of WIC children aged 3-23 months old who have a high weight-for-length,3-23 months old,24.0,1043.0,Total
2855,1970-01-01 00:00:00.000002020,DC,14.1,38.89037138500049,-77.03196112699965,1263.0,Percent of WIC children aged 2 to 4 years who have an overweight classification,aged 2 to 4 year,44.0,1049.0,36 - 47
2856,1970-01-01 00:00:00.000002020,MD,14.3,39.29058096400047,-76.60926011099963,23439.0,Percent of WIC children aged 3-23 months old who have a high weight-for-length,3-23 months old,45.0,1857.0,Total
2858,1970-01-01 00:00:00.000002020,IA,18.3,42.46940091300047,-93.81649055599968,3228.0,Percent of WIC children aged 2 to 4 years who have an overweight classification,aged 2 to 4 year,16.0,281.0,Hispanic
2859,1970-01-01 00:00:00.000002020,AR,15.7,34.74865012400045,-92.27449074299966,4134.0,Percent of WIC children aged 2 to 4 years who have an overweight classification,aged 2 to 4 year,15.0,998.0,36 - 47
2860,1970-01-01 00:00:00.000002020,MS,12.1,32.745510099000455,-89.53803082499968,8075.0,Percent of WIC children aged 2 to 4 years who have obesity,aged 2 to 4 year,32.0,494.0,24 - 35
2861,1970-01-01 00:00:00.000002020,NV,13.8,39.493240390000494,-117.07184056399967,7715.0,Percent of WIC children aged 2 to 4 years who have an overweight classification,aged 2 to 4 year,10.0,481.0,Female
2862,1970-01-01 00:00:00.000002020,IA,14.6,42.46940091300047,-93.81649055599968,7105.0,Percent of WIC children aged 2 to 4 years who have obesity,aged 2 to 4 year,16.0,281.0,Female
2863,1970-01-01 00:00:00.000002020,IL,13.1,40.48501028300046,-88.99771017799969,12689.0,Percent of WIC children aged 3-23 months old who have a high weight-for-length,3-23 months old,34.0,1795.0,12 - 17
2864,1970-01-01 00:00:00.000002020,ME,13.5,45.254228894000505,-68.98503133599962,2008.0,Percent of WIC children aged 3-23 months old who have a high weight-for-length,3-23 months old,49.0,1725.0,Male
2865,1970-01-01 00:00:00.000002020,LA,13.5,31.31266064400046,-92.44568007099969,9335.0,Percent of WIC children aged 2 to 4 years who have an overweight classification,aged 2 to 4 year,22.0,1697.0,24 - 35
2866,1970-01-01 00:00:00.000002020,OK,15.3,35.47203135600046,-97.52107021399968,7221.0,Percent of WIC children aged 2 to 4 years who have an overweight classification,aged 2 to 4 year,20.0,712.0,36 - 47
2867,1970-01-01 00:00:00.000002020,FL,14.3,28.932040377000476,-81.92896053899966,44299.0,Percent of WIC children aged 2 to 4 years who have obesity,aged 2 to 4 year,30.0,1112.0,36 - 47
2868,1970-01-01 00:00:00.000002020,PA,9.4,40.79373015200048,-77.86070029399963,2471.0,Percent of WIC children aged 2 to 4 years who have obesity,aged 2 to 4 year,48.0,2495.0,Asian/Pacific Islander
2869,1970-01-01 00:00:00.000002020,AK,20.8,64.84507995700051,-147.72205903599973,945.0,Percent of WIC children aged 3-23 months old who have a high weight-for-length,3-23 months old,51.0,1673.0,American Indian/Alaska Native
2871,1970-01-01 00:00:00.000002020,KY,6.8,37.645970271000465,-84.77497104799966,59.0,Percent of WIC children aged 2 to 4 years who have obesity,aged 2 to 4 year,36.0,235.0,American Indian/Alaska Native
2872,1970-01-01 00:00:00.000002020,LA,14.7,31.31266064400046,-92.44568007099969,6722.0,Percent of WIC children aged 2 to 4 years who have an overweight classification,aged 2 to 4 year,22.0,1697.0,Non-Hispanic White
2873,1970-01-01 00:00:00.000002020,ID,15.0,43.682630005000476,-114.3637300419997,4342.0,Percent of WIC children aged 2 to 4 years who have an overweight classification,aged 2 to 4 year,5.0,1687.0,Female
2874,1970-01-01 00:00:00.000002020,SD,15.0,44.353130053000484,-100.3735306369997,1217.0,Percent of WIC children aged 3-23 months old who have a high weight-for-length,3-23 months old,21.0,2732.0,12 - 17
2875,1970-01-01 00:00:00.000002020,MO,12.3,38.635790776000476,-92.56630005299968,14052.0,Percent of WIC children aged 2 to 4 years who have obesity,aged 2 to 4 year,18.0,532.0,Non-Hispanic White
2876,1970-01-01 00:00:00.000002020,TN,14.9,35.68094058000048,-85.77449091399967,15485.0,Percent of WIC children aged 2 to 4 years who have obesity,aged 2 to 4 year,39.0,2159.0,Male
2877,1970-01-01 00:00:00.000002020,WY,6.2,43.23554134300048,-108.10983035299967,916.0,Percent of WIC children aged 3-23 months old who have a high weight-for-length,3-23 months old,14.0,3084.0,Female
